feature_id,explanation,harmfulness
33432,"Possessive constructions related to ""your"" and the noun ""hamster"".",0.053685326643151475
33448,"Tokens denoting structured actions or measurable periods, such as ""setting up,"" ""year,"" ""semester,"" and ""spending.""",0.0463639676072761
33466,"Tokens initiating or contributing to specific, structured phrases or compound words in formal or contextual text.",0.005597408174500458
33489,"Words naming or referring to something explicitly, like ""term,"" ""name,"" ""called,"" or ""named.""",0.012562487011909217
33541,"Specific nouns or verbs indicating physical features, categories, or actions with distinct spatial or structural context.",0.22346136501509853
33590,"Auxiliary verbs or infinitive markers like ""to"" and ""can"" in contexts enabling actions or possibilities.",0.14188828295488984
33626,"Positive or evocative adjectives describing emotions, ideas, or sensory experiences.",0.03612461525068153
33787,"Tokens ""this,"" ""them,"" and ""into"" used in contexts emphasizing possession or situational reference.",0.01619405767183332
33840,"Tokens conveying similarity or comparison, especially ""like"" and related contextual usage.",0.03662007575840322
33860,"Numeric tokens or symbols within statistical, financial, or measurement contexts often accompanied by punctuation like commas or periods.",0.0011824831323429862
33959,"Tokens indicating grammatical constructs like contractions, possessives, or punctuation in specific syntactic contexts.",0.009851263252596885
34081,Uncommon or stylized compound words and idiomatic phrases conveying distinct or dramatic scenarios.,11.710005837265896
34174,"Tokens describing something enticing or appealing, often involving sensory or emotional qualities.",1.310215816477943
34261,"Tokens related to specialized roles, actions, or abstract concepts involving organization or intellectual effort.",0.11739652109152358
34270,"Verbs implying an action or engagement often involving creativity, acknowledgment, or interaction.",0.07781281088943384
34464,Terms denoting unity or collective strength in sociopolitical contexts.,66.63108280705202
34578,"Specific tokens in numerical, temporal, or location contexts, often involving abbreviations or quantifiers.",0.00039408717256483324
34673,Tokens referring to physical or conceptual places or positions.,0.04844799828984992
34739,"Tokens with unusual suffixes or partial words involving financial, social, or linguistic contexts.",2.209168374977997
34780,"Tokens describing food items or dishes, often involving preparation or garnishing details.",0.0021535528803616525
34835,"Verbs indicating action or transformation, often related to unlocking, sabotaging, or reinforcing something.",86.23612988868352
34858,"Tokens conveying strong emotional attachment or approval, especially ""those"" and variations of ""love"".",0.03205472254856562
34925,"Verbs signaling action or change, often related to extension, establishment, or short-term decisions.",2.250703600140236
34955,Rare or unusual words with slightly negative or humorous connotations in descriptive or narrative contexts.,10.220093631475878
35048,"Formal nouns related to academic or professional events like meetings, conferences, and papers.",0.0020328321857956133
35070,"Words indicating progression, movement, or measurement in contexts of change or comparison.",0.8690612780682748
35161,"Words emphasizing necessity or importance, especially ""must"" in expressions of requirement or recommendation.",0.12336169680215303
35275,"Tokens related to enjoyment or specific physical objects like notebooks, bones, and components.",1.1153732449716898
35490,"Tokens related to physical features or amenities like water, trails, baths, and gaming hardware specifications.",0.019574367119568573
35528,"Verbs or nouns indicating impactful actions, effects, or outcomes.",40.92916070891539
35545,"Prepositions introducing relationships or limits, often in formal or structured contexts.",0.0377409379057998
35561,"Rare or formal words or phrases often conveying specificity, precision, or unique stylistic emphasis.",0.016682312843362527
35576,"Verbs describing actions or processes that enhance, repair, or emphasize something.",0.0650433672429386
35670,"Words describing negative emotional or physical impact, often in adjective or participle form.",99.8369509468829
35704,Words indicating frequent or repeated actions or states.,0.06070954730318527
35813,"Tokens related to specific quantities or time references, especially ""bedrooms,"" ""rooms,"" and ""as of.""",0.0022118243069851194
35846,"Verbs conveying loud vocal expressions or actions like yelling, shouting, or outcry.",95.93116366335636
35952,"Tokens representing grammatical structures, especially prepositions or conjunctions like ""of"" and ""form"".",0.002279595869774173
36111,"Tokens conveying intent, emotion, or action in a formal or descriptive context.",0.38277330559178446
36250,"Proper nouns or descriptive terms referring to vehicles, locations, or features with a sense of refinement.",0.07084904052979432
36263,"Words implying concealment, coziness, or subtlety, often associated with physical or metaphorical covering or hiding.",66.91169861766888
36394,Rare or formal words often conveying abstract or significant meaning.,0.037256163160626854
36482,"Proper nouns, especially first names or descriptors of notable individuals or entities.",0.06179371548046022
36489,"Tokens modifying or connecting elements, often hyphenated or indicating possession, inclusion, or overlapping contexts.",0.0034339119162925978
36540,Tokens containing unusual or fragmented word parts often found in proper nouns or foreign language contexts.,0.0026213328891483718
36549,Tokens linked to generational concepts or phenomena.,1.5626158930340002
36610,"Tokens representing specific technical terms, abbreviations, or less common compound words in formal contexts.",0.0017287781116333892
36686,Tokens referencing groups or individuals within a specific context.,8.280777285034942
36797,"Tokens related to specific measures of time or distance (moment, metres, meters).",0.0004313106573359291
36812,"Tokens describing specific materials, tools, or scientific concepts in specialized contexts.",0.04331239102894382
36850,"Abstract nouns or verbs related to evaluation, measurement, or formal processes.",0.057215794916283355
37098,"Tokens describing transmission speeds in vehicles, often preceded by a hyphen.",3.7685339877695596
37145,"Tokens representing objects, opportunities, or states of being that are accessible, useful, or transformative.",0.09410246865773311
37148,"Tokens indicating relationships or associations, especially ""whom"" and ""holding"".",0.12657217924535794
37173,"Tokens related to niche topics, specialized objects, or actions within a specific context.",1.711917194848623
37333,"Tokens representing distinct collections or prominent examples, often related to variety or distinction.",0.05238773958104002
37445,"Tokens denoting transitions or connections, often with spatial, temporal, or structural implications.",0.038376418121477275
37452,"Words conveying abstract or conceptual ideas, often in intellectual, interpretive, or descriptive contexts.",0.11766338701635948
37853,"Proper nouns referencing notable locations, organizations, or branded products.",0.04574146368898051
37902,"Uncommon words or morphemes related to specialized concepts, techniques, or stylistic expressions.",0.016093382199953318
38036,"Tokens with hyphens or prefixes modifying adjectives, nouns, or adverbs for specificity or emphasis.",0.0004844147800800661
38100,Tokens referring to politicians or political figures in various contexts.,48.71494358531978
38444,"Tokens ending in uncommon suffixes like ""ere,"" ""ise,"" ""unc,"" or ""iche.""",0.0005866992122236769
38446,"Words expressing hypotheticality, comparison, or peacefulness often used in descriptive or evaluative contexts.",0.13363338779554182
38501,Verbs suggesting actions or decisions with an intentional or deliberate nature.,5.837359896939597
38580,"Rare or uncommon word fragments, abbreviations, or numbers often with stylistic or specialized contexts.",0.011799521374026945
38581,"Tokens related to measurements, quantities, or economic terms often involving precision or magnitude.",0.020650963044483193
38712,"Words implying precision or minimal disruption, often in medical or surgical contexts.",57.136473326793954
38749,"The semicolon token "";"" often separating clauses or items in a list.",0.0015951951825453053
38755,"Abstract or comparative terms like ""not,"" ""that,"" ""greater,"" and ""lost"" indicating reasoning or evaluation.",1.935277094862919
38779,"Verbs or expressions conveying uncertainty, choice, or hypothetical scenarios.",3.347069460419977
38916,"Tokens expressing mental focus or concern, often around emotions or cognitive processes.",14.141411618105824
38937,"Tokens related to uncertainty or hypothetical scenarios, often involving modal verbs or speculative contexts.",0.7129089122850958
38948,"Common function words, especially ""a"", used to introduce or specify objects or ideas.",0.007031242607525437
39054,"Tokens expressing certainty, extent, or inclusivity, such as ""all,"" ""least,"" ""indeed,"" ""board,"" and ""border.""",0.032961277267341015
39056,"The token ""upon"" in formal or religious contexts.",0.19954051334964298
39076,Tokens related to specific terms or actions in organized activities or physical descriptions.,0.3853770574791882
39105,"Tokens related to motion, alignment, or timing in spatial or temporal contexts.",0.04468240582042788
39147,"Financial and numerical terms related to measurements, transactions, or obligations.",0.3858944139449273
39411,"Temporal expressions like ""time,"" ""meantime,"" or durations such as ""days,"" often in reflective or situational contexts.",1.8314184782824714
39467,"Words implying customization, completion, or alignment in contexts of planning, tailoring, or achieving goals.",0.11715535577645832
39534,"Verbs or pronouns in contexts describing actions, relationships, or origins.",1.6073297571919938
39565,Tokens within or forming parts of uncommon words or names.,0.011079542456686525
39685,"Suffixes forming adverbs or adjectives, often conveying manner or state.",0.007937785819252809
39746,"Tokens indicating specialized terminology, nuanced actions, or specific moments with a formal or technical tone.",0.1940355463317884
39766,"Words related to exhibits, exhibitions, or management in professional or artistic contexts.",0.003626869880484239
39791,"Tokens suggesting recommendations, replacements, or encouragement, often in directive or advisory contexts.",0.14100261537778475
39840,"Singular nouns often associated with services or activities (e.g., lawsuit, tours).",52.35340091841876
39918,"Suffixes indicating states or qualities, often ending in ""ness,"" ""ation,"" or related forms.",0.0019042140202222327
40162,"Tokens tied to discovery, suspicion, suffering, or meeting needs/goals within specific contexts.",89.523527396975
40188,"Tokens denoting categorization, grouping, or selection within a specific context or domain.",0.0009089266466592999
40453,Proper nouns or adverbs introducing distinct entities or time-related contexts.,0.006128032467389755
40637,"Proper nouns, often names, with uncommon or non-English origins.",0.2225499052014651
40714,Negations or contractions indicating something is not or does not exist.,2.385292337996906
40792,"Descriptive adjectives conveying intensity, weight, or unpredictability.",13.439340990095431
40794,Mathematical or symbolic expressions often related to numbers or operations.,0.0017662996242298408
40855,Past-tense verbs indicating completed actions or changes.,0.05551485978462169
40865,Singular nouns denoting personal relationships or connections.,0.07837661005571778
41036,"Specific technical or descriptive terms, often related to attributes, parts, refinements, or implications.",0.012541913649816817
41093,"Unique or specialized word forms often indicating technical, descriptive, or context-specific usage.",0.0030342694178143305
41176,"Words indicating a brief interruption, warning, or summoning, such as ""pause,"" ""alarm,"" ""hunch,"" and ""conjuring.""",69.33016731191017
41182,"Tokens denoting adequacy or extremity, such as ""sufficient,"" ""point,"" or ""onboard.""",0.05478019472497301
41186,Verbs or nouns describing intense physical or mental actions or reactions.,83.56485807499935
41270,Action-oriented or impactful verbs and nouns suggesting dynamic movement or physical interaction.,52.789675595307365
41341,"End of sentences marked by "".Ċ"", often preceding a shift in topic or explanation.",0.04891024136884767
41553,"The comma following ""In other words"" at the start of explanatory or clarifying statements.",9.787836865386237e-05
41635,"Tokens ending with ""ing"" or ""une"" indicating actions, states, or distinct qualities.",0.0022130714809313503
41656,"Technical terms or nouns associated with functionality, roles, or attributes in specialized contexts.",0.011605676720153292
41666,"Prepositions indicating relationships or comparisons, especially ""from,"" ""than,"" ""besides,"" and ""pertaining.""",0.019115285166828377
41784,Specific nouns conveying distinct concepts or actions in diverse contexts.,0.046843356271138906
41933,"Tokens with distinct or less common linguistic constructions, often related to nuanced or specific contexts.",0.023147899012958804
41942,"Tokens related to specialized topics or terms in academic, scientific, or dietary contexts.",0.02254832869206284
42019,"Specialized technical or abstract terms often found in academic, professional, or gaming contexts.",0.0020594105912819347
42178,"Tokens ending in ""ed"" or ""ter"" often describing states or actions.",0.7543235167554603
42295,"Economic terms related to central banking and interest rates, especially ""bank,"" ""Reserve,"" ""rate,"" and ""raise.""",0.18974339432148063
42311,"Words associated with concealment, submission, or passivity often in figurative or descriptive contexts.",95.70724223542054
42336,"Singular nouns referring to distinct locations or states, often conveying significance or uniqueness.",0.0318792957149143
42448,"Tokens related to inability or suitability, often in contexts of constraints or compatibility.",72.75914139415949
42497,"Formal or uncommon words used in specific contexts, often religious, legal, or procedural.",12.786097657666561
42584,"Words emphasizing large quantities or scales, often related to financial or numerical contexts.",0.3609406584048966
42586,"Abstract nouns related to emotions, mental states, or atmospheric qualities.",11.242321423674701
42618,"The token ""following"" when introducing a list or examples.",0.010076003832500053
42766,Verbs in past tense describing actions or states completed or occurring.,0.06626841655070997
42870,"Tokens associated with technical objects, tools, or specialized terminology.",0.0022576483997170434
42989,"Tokens referring to storytelling or roles in creative narratives like ""story"" or ""actress"".",0.008047409117342854
43064,"Articles ""a"" in contexts describing objects or actions.",0.055970049366886356
43212,Words indicating action or engagement often within procedural or emergency contexts.,78.90086595197172
43268,"Abstract nouns denoting significance, actions, or roles in specific contexts.",0.9742262130346439
43335,"Words conveying enthusiasm or personal passion, such as ""avid"" or ""liberal,"" often describing hobbies or ideologies.",0.2195856561624235
43380,"Tokens indicating emphasis or exceptional occurrence, often in casual or descriptive contexts.",0.018540498119885115
43417,"Tokens related to specific roles, actions, or technical terms often in professional or specialized contexts.",0.01896573721222516
43524,Tokens representing abstract qualities or criteria used for evaluation or guidance.,0.1521648377416095
43725,"Proper nouns or titles involving ""of"" and names or entities, occasionally activating on ""Rudy"" or ""Raf"".",0.014895818900698255
43784,"Verbs or adjectives related to searching, finding, or identifying something.",18.246506663458266
43960,"Tokens describing physical parts or attributes, often related to anatomy or objects.",16.955985109086004
44029,"Specific nouns or verbs related to distinct actions, objects, or interests in niche contexts.",0.3001517205967078
44306,"Tokens within common compound phrases, especially ""bread and butter"" or words related to phonetic overlaps like ""ick"".",0.008373740864495396
44406,"The phrase ""behind the scenes"" describing hidden or backstage activities.",8.586542423946257
44501,Modal verbs or specific time-related terms in casual or speculative contexts.,0.03674300150709245
44506,"Tokens related to sports, physical activities, or events requiring skill or precision.",0.08103146090849575
44510,"Prepositions and modal verbs in contexts indicating conditions, locations, or abstract relationships.",0.029941877577122897
44622,"Verbs or prepositions indicating transition, action, or causation.",3.6774858074967054
44727,Verbs indicating actions or functions often tied to facilitation or hosting contexts.,0.08973347698305097
44765,Tokens forming or resembling singular nouns related to physical objects or abstract concepts.,0.018622269957646802
44767,"Tokens related to testimonials or testimony often in contexts of reviews, statements, or customer feedback.",1.6511203429731713
44828,"Terms summarizing or condensing information, often in idiomatic or concise expressions.",0.04056460254892138
44868,"Tokens forming part of altered or truncated words, often due to stylistic or phonetic representation.",0.011149255631614301
45021,"The degree symbol ""Â°"" in technical or scientific contexts.",0.0057253622181035685
45061,"Prepositions in context emphasizing spatial, temporal, or logical relationships.",0.009480902164339321
45151,Rare or contextually distinct word segments often contributing to novel or uncommon expressions.,0.8597103207459652
45152,"Function words or phrases connecting ideas, often indicating causality, scope, or manner.",0.00860743624032168
45177,Singular nouns indicating abstract concepts or personal references in descriptive or narrative contexts.,0.10413506446843462
45321,"Tokens representing fragmented or specific points of reference, often used in organizational or spatial contexts.",0.0063383201048363225
45372,"Tokens describing skill, competence, or capability, often in a professional or evaluative context.",0.0240004468146095
45623,"Specialized technical or anatomical terms often related to mechanics, recovery, or distinct actions.",17.123644134097045
45819,"Action-related words or concepts suggesting movement, competition, or mechanisms of change.",77.75422454381295
45867,"Words denoting quantity, degree, or measurable factors in contexts of comparison, success, or functionality.",0.4799928251981133
45895,"Tokens describing physical or metaphorical impact, abrupt change, or forceful action.",99.96882646076247
45921,Proper nouns or specific names in formal or instructional contexts.,0.005468939826711265
45958,"Tokens within domain-specific URLs or file paths ending with "".org"" or "".com"".",0.0002072689553891782
45963,"Punctuation marks in contexts emphasizing distinction, separation, or highlighting specific elements.",5.666370083616116
46042,"Verbs or nouns related to intellectual examination, observation, or reflection.",0.04489833115402608
46065,"Tokens forming partial words or abbreviations often used in names, titles, or specialized contexts.",0.011997414393560887
46087,"Terms related to swelling or time-specific references like ""pm"" or ""PM"".",1.7779901011361512
46090,"The token ""said"" in contexts where it introduces commentary or reported speech.",0.0660376758579866
46125,"Tokens related to specific materials or conditions such as ""quartz"" or ""osis"".",0.17052728527076685
46177,"Verbs describing communication or action initiated, often in first-person or collective contexts.",0.18635948246379466
46230,Tokens related to abstract concepts or symbolic representation in intellectual or creative contexts.,0.029237652328003357
46249,"Rare or formal words ending in ""or,"" ""er,"" or ""able,"" often with specialized or technical context.",0.006250914000527479
46252,"Tokens ending in ""al,"" ""rine,"" ""um,"" ""en,"" or related to technical terms or specialized contexts.",0.005518795829282395
46258,"Prepositions ""of"" and ""up"" or nouns ""waves"" and ""stand"" in context of descriptions or actions.",1.1594838374438567
46474,"Words indicating completion, association, or causation often used in descriptive or narrative contexts.",1.2458056915156188
46704,Tokens indicating sensory perception or time-related concepts in varied contexts.,0.5262622063257234
46760,"Tokens marking cause-and-effect relationships or significance, such as ""because"" and ""matter"".",0.041095338182333865
46766,"Tokens indicating directional relationships or shifts, often metaphorical or spatial.",0.059256220748702085
46907,"Tokens indicating direct engagement or interaction, often verbs or nouns tied to actions or usability.",0.1508084227715083
46955,"Singular nouns denoting distinct objects, qualities, or categories often used in descriptive or formal contexts.",0.0180300745393265
47025,"Words denoting unique identifiers or designations, often in specialized or official contexts.",0.025131146736444603
47046,"Words suggesting transition, challenge, progression, or force in contexts of action or difficulty.",99.4624071264507
47225,"Words related to resemblance or renewal, often describing transformation or similarity.",0.16509170758937938
47332,"Tokens introducing or situating elements, often indicating location, context, or a descriptive placement.",0.0013517320760382582
47354,"Prepositions ""for,"" ""on,"" and ""not"" in phrases indicating choices, preferences, or reasoning.",0.010240141904916964
47419,"Verbs indicating action or change, often preceding a consequence or result.",7.747672187748937
47421,"Words related to online shopping and user behavior, specifically ""abandonment"" in cart abandonment contexts.",47.003194636536435
47518,"Uppercase token ""E"" after a hyphen.",0.003220620217084653
47663,"Rare tokens indicating specificity or uniqueness in contexts like identifiers, lone entities, or specialized references.",0.0009293899679035156
47725,"Tokens indicating movement, time, or conceptual progression.",0.3855817260931129
47815,"Tokens marking transitions in time, comparison, or change, often with contextual significance.",0.07301728550630827
47880,"Verbs or nouns denoting transformation, creation, or dramatic change.",5.832813841745018
47882,"Verbs and nouns related to transformation, movement, or change.",2.6776448514092794
48009,Periods at the end of sentences.,0.004707041653751435
48012,"Tokens related to enabling actions, boundaries, or exemptions in specific contexts.",8.871571068361078
48037,"Action verbs implying movement, change, or interaction, often describing dynamic or purposeful processes.",2.0346485642774264
48063,Abbreviations or acronyms often related to specific fields or media contexts.,0.001546898098723906
48076,"Tokens related to folding, aligning, tucking, or positioning objects in a precise manner.",0.005840045290967364
48084,"Tokens modifying or describing entities or actions, often indicating specificity or transformation.",0.045241680850929056
48102,Words indicating time-related anticipation or proximity to an event or deadline.,0.10678958372642622
48116,"Pronouns or vague nouns implying unspecified entities or objects, often in casual or ambiguous contexts.",0.04107512919812287
48131,"Spatial or relational context implied by ""next to"" or similar proximity-related terms.",0.014080339929352108
48161,"Tokens emphasizing personal qualities, states, or actions in a formal or descriptive context.",0.04369279924556336
48196,"Words related to innovation, workforce, or specialized activities.",0.0365527006926975
48259,Prepositions indicating origin or source in contexts of socioeconomic status or geographical reference.,0.36118242696735425
48270,"Tokens ""total"" and ""to"" in contexts summarizing quantities or aggregations.",0.007090519109595636
48354,"Preposition ""with"" indicating association or possession.",0.3199621095062511
48416,Words related to inspiration or influence in artistic or creative contexts.,1.7990657545251523
48496,"Tokens indicating rankings, measurements, or notable proper nouns in specific contexts.",0.0723982114732319
48497,"The token ""that"" as a conjunction introducing a clause.",0.012903224990141139
48517,"Tokens related to impactful or transformative actions, events, or expressions.",23.07326488565467
48546,"Temporal references introduced by the token ""when"" in contexts describing past events or changes.",0.057590765632662924
48643,Proper nouns or specific entities that imply exclusivity or a distinct identifier.,0.18855544206237018
48703,Singular nouns describing physical objects or food items commonly associated with specific contexts or activities.,0.025535350681752316
48748,"Prepositions or suffixes indicating causation, action, or connection.",0.118882444619815
48830,"Words indicating time, explanation, or observation in a narrative context.",0.042565790764267385
48951,"Tokens indicating a pause or separation, often commas or prepositions in contextual transitions.",0.13329969611391643
48972,"Tokens indicating parts or aspects of something, often within descriptive or analytical contexts.",0.023439914664774103
48989,"Informal or emphatic usage of ""screwed"" in contexts expressing negative situations or outcomes.",98.94951827264981
49189,"Tokens representing important concepts or entities in specific contexts, such as email, God, agent, cream, or Beta.",3.650987326943127
49248,Tokens within compound words or phrases with semantic emphasis or unusual structure.,0.007321638216368175
49529,"Abstract nouns related to fleeting time, decisions, or scenarios.",4.442603633604803
49809,"Semantically significant tokens often indicating a point in time, identity, or introduction of notable concepts.",0.04638647519210307
49974,Words related to physical objects being held or secured in place.,7.114514392222125
50213,"Tokens related to intense emotion or enthusiasm, especially ""passionate"" and its variations.",0.287101451988326
50245,"Tokens indicating motion, change, or progression, often in prepositions or verbs.",0.8003963924709758
50344,"Abstract or evaluative terms suggesting complexity, representation, or deviation from norms.",9.600278383731943
50349,"Tokens representing abbreviated or distinctive names, often appearing in formal or organizational contexts.",0.00280572011687279
50521,Tokens starting or ending uncommon compound words or instructions in technical and procedural contexts.,0.020737884508967182
50534,"Words related to sensory experiences, especially taste, smell, appearance, and emotional impressions.",0.02383434599730546
50552,"Rare or idiosyncratic word fragments often conveying texture, subtlety, or descriptive uniqueness.",0.0069007714455503995
50600,"Auxiliary verbs in contexts expressing obligation, possibility, or future action.",0.12544661600902932
50611,"The standalone token ""Ġ"" at the start of a sequence.",0.012014741975898623
50650,"Verbs or prepositions indicating action or motion, such as ""up"" or ""about"".",0.570878693667903
50728,"Tokens forming part of quoted or reported speech, often verbs or nouns indicating communication or perception.",0.03409900789565002
50768,"Words linked to specific roles, classifications, or representations in professional or societal contexts.",0.09755253982291834
50836,"Proper nouns or titles related to music, commerce, or cultural entities.",0.014341533350388631
50842,"Punctuation marking the end of a sentence or clause, often followed by a new thought or context.",0.00346236567346531
51008,Informative or directive nouns often used in headings or advice contexts.,0.00511024391051528
51054,"Words ending in ""age,"" typically denoting measurement or portage in outdoor or travel contexts.",0.020028970189500173
51067,"Abstract or action-oriented verbs indicating focus, reliance, or allocation of effort/resources.",11.931875516736211
51152,"Abstract nouns related to qualities, measurements, or commitments in professional or evaluative contexts.",0.08422504250585533
51186,"Words denoting measurement units, extreme weather events, or natural disasters.",72.71981429227334
51276,"Specific car model names and design-related terms like ""GT"" and ""Volt,"" indicating automotive contexts or branding.",0.012306439895972658
51283,"Words associated with sports events, battles, or momentum in competitive contexts.",99.94330054329782
51355,"Words denoting adequacy, selection, or categorization in context-specific scenarios.",0.026144622729197552
51356,Tokens representing distinct or novel concepts within idiomatic or descriptive contexts.,0.0236042778420078
51381,"Verbs or adjectives indicating movement, transition, or high demand.",15.60216372760128
51447,"Tokens related to restriction or limitation, such as ""filtration,"" ""indictment,"" ""inhibitions,"" or ""vein.""",93.35139267063364
51508,"Tokens related to legal or formal contexts, such as ""case,"" ""facts,"" or structured decision-making scenarios.",1.6502928423399272
51513,"Verbs describing motion, placement, or requests, often following a preposition like ""onto.""",0.31800604684342465
51603,"Verbs indicating definition, translation, or discovery in explanatory or interpretive contexts.",0.032883239854057604
51749,"Abstract nouns or verbs associated with perception, evaluation, or drawing attention to something.",2.0855704754629447
51866,"Abstract or technical terms, often denoting concepts, qualities, or innovations.",0.0389013124149189
51907,"Prepositions in specific contexts indicating movement, connection, or purpose.",0.02536690942559618
51936,"Adverbs or adjectives conveying rarity, abnormality, or unusualness in descriptive contexts.",1.8011178795085243
51968,"Variants of the word ""type"" in contexts describing categories or classifications.",0.014896948222689315
51979,"Terms related to leisure, celebrations, or insulation contexts.",0.09739078684495624
52040,"Common short function words like ""a"", ""the"", ""but"", ""and"", ""of"", often indicating grammatical structure or relationships.",0.0006183080106336103
52170,"Function words indicating relationships, comparisons, or quantities, like ""than,"" ""from,"" and ""a.""",0.0018614736507996615
52193,"Words suggesting continuity or transcendence like ""Following"" and ""beyond"" in contexts of progress or expansion.",0.12007147439750099
52292,"Verbs describing sensory actions, physical interactions, or measurable impacts.",13.69139119275868
52469,Tokens forming part of unusual or intense descriptive expressions or compound modifiers.,0.1798665520917814
52493,"Tokens emphasizing relational or descriptive context, often involving punctuation or specific descriptors like ""horny"" or ""fan"".",50.84127679938746
52604,"Common function words used in informal or narrative contexts, including pronouns and conjunctions.",0.01405054373231824
52619,"Tokens ending in ""ate"" or related to specific actions or states.",0.07273477830909403
52741,"Negation words like ""not"" or specific names like ""Gideon"" in a figurative or emphatic context.",3.1488364910087245
52761,"Tokens related to user feedback, agreement, or inspection processes.",0.017433886795683567
52881,"Tokens following ""|begin_of_text|"" indicating the start of a new text or narrative.",0.006731814444050587
52894,"Tokens within specialized or technical words, often suffixes or segments denoting complex or abstract concepts.",0.11821429641223274
52953,"Words indicating measurable quantities or intervals, like ""time"" and ""effects,"" often tied to human activity.",0.24799928992063847
52954,Tokens representing separable compound words or phrases with a spatial or action-related component.,1.824856930109512
52959,"Words related to movement, transition, or significant events, often with metaphorical or literal spatial connotations.",35.254250002649044
53155,"Words implying positive attributes or enhancement, often in evaluative or descriptive contexts.",0.016668001071064642
53220,Titles or formal roles of high-ranking officials or public figures.,0.25364953459460143
53224,"Words or phrases indicating conditionality or comparison, often involving ""if"" or ""of"".",0.037116252589031236
53249,"Tokens signifying actions, aspirations, or deliberate choices often linked to verbs or purposeful intentions.",0.1419069354162186
53443,"First-person expressions of emotion or speech, often involving ""me"" or ""say"".",0.2238176959985
53478,"Singular nouns describing items, actions, or concepts in specific contexts.",0.044466280549281846
53490,"Action verbs related to initiating or operating processes, often in technical or procedural contexts.",0.08882982434837136
53502,"Tokens emphasizing purpose or exclusivity, such as ""to"" and superlative expressions like ""most"".",0.03008945205891119
53518,"Words describing unusualness or specificity, often in quotes or contrasting contexts.",0.18781895359532233
53618,"Abstract or formal nouns describing concepts, statuses, or categories often linked with societal or analytical contexts.",0.45195887697113685
53657,"The token ""to"" indicating purpose or direction in a phrase.",0.028007663416566606
53671,"Words expressing positive emotions or enthusiasm, often related to satisfaction, eagerness, or delight.",0.01608685085827796
53725,Verbs related to the act of living or existence.,0.11491804122286799
53825,"Words related to logistics or movement of goods, often implying upward or forward motion.",0.18671956498321648
53845,"Tokens denoting specific objects, parts, or concepts often referenced in descriptive or situational contexts.",0.014413657905876452
53853,Pronouns referring to the speaker or possessive forms connected to personal experiences or actions.,0.044568173866370485
53863,"The token ""Speaker"" in the context of introducing or describing a person.",0.014175497703412872
53901,"Tokens signifying significant actions, insights, or achievements, often associated with verbs or abstract nouns.",0.32316215000552345
53959,"Tokens indicating exclusivity, intensity, or higher levels in contexts like ranking, comparison, or technical specifications.",0.18670399451261777
54032,Titles or roles in political or social leadership contexts.,13.76315018005764
54087,"Words indicating action, transition, or rarity in contexts of change or movement.",4.900919453023735
54153,"Tokens emphasizing comparison or relative assessment, especially with ""comparison"" in evaluative contexts.",0.20674998216466564
54466,"Tokens introducing or emphasizing ownership, attribution, or direct speech.",0.04952197156761138
54554,"Adjectives or verbs conveying surprise, shock, or strong emotional reactions.",28.45755366754058
54562,Tokens related to methionine in biochemical contexts or directional pronouns indicating personal choice.,0.7752489525161426
54569,"Expressing regret or misfortune with the word ""shame"" in evaluative or emotional contexts.",65.98092649426019
54581,Formal or literary pronouns and prepositions introducing relative clauses or transitions in structured text.,0.006199491670696495
54654,"Numbers or specific identifiers, often in technical or legal contexts.",0.1745116757414856
54728,"Tokens related to capturing, ticking, or striking actions/events, often metaphorical or dramatic in context.",99.49731216819231
54739,"Adjectives or nouns with a negative or critical connotation, often describing flaws or unpleasant qualities.",97.9926190833979
54831,"Transitional or connective words that introduce reasoning, causality, or relationship (e.g., ""because,"" ""of"").",0.003598142831556081
54841,"Words conveying a sense of closeness, opportunity, or certainty in emotional or situational contexts.",0.30410897590511027
54893,"Tokens related to exclusivity or prestige, such as ""VIP,"" ""revival,"" ""NRA,"" ""Rubio,"" and ""quiz.""",34.501400608257725
54991,"The token ""other"" indicating contrast or alternatives beyond a primary motive or purpose.",0.40715837758523116
55001,"Proper nouns or specialized terms referring to academic degrees, professions, historical contexts, or geographic locations.",0.010150262503000813
55036,"Verbs or nouns related to physical forces, movement, or impactful actions.",60.48341349416473
55062,"Coordinating conjunction ""and"" connecting two proper nouns or names.",0.004197251235314645
55086,"Uncommon verbs, nouns, or proper nouns suggesting movement, placement, or organizational contexts.",0.05704816784416475
55169,"Tokens conveying uniqueness, caution, or biodegradability, often tied to distinctiveness or environmental consciousness.",0.09005203068917426
55341,"Rare or contextually specific words, often involving abstract concepts, actions, or specialized terms.",0.334953144111639
55365,"Activates on words indicating advocacy, representation, or support, often in contexts of standing up for something.",10.924239344786502
55376,"Words associated with social events or gatherings like reception, union, volunteer, and house.",0.009153449776243763
55408,"Verbs describing movement, change, or actions involving transfer or influence.",26.909579327489457
55429,Prepositions or determiners introducing or connecting phrases in specific syntactic contexts.,0.003226999232545394
55446,"The indefinite article ""a"" or ""an"" in contexts introducing or describing something specific.",0.012733932435857924
55479,Semantically diverse tokens often linked to abstract concepts or roles in context.,0.15598732278230631
55520,Abbreviations for U.S. Air Force Bases or regulatory commissions in formal contexts.,0.2783355118940224
55585,Specialized or technical terms often used in professional or academic contexts.,0.0032818818404140044
